id,nombre,precio,fecha
1229,Cable HDMI 479,4847.59,2024-12-08
1230,Tablet 324,170.75,2024-02-24
1231,Tablet 853,2197.18,2024-01-04
1232,Impresora 403,2290.12,2024-01-27
1233,Mouse Pad 181,1991.5,2025-04-16
1234,Disco Duro 173,1433.46,2025-04-10
1235,Parlante 555,289.11,2025-04-27
1236,Micrófono 472,4897.2,2024-02-25
1237,SSD 144,120.68,2024-11-17
1238,SSD 750,3041.56,2024-09-29
1239,SSD 422,2298.18,2025-01-27
1240,Smartphone 985,411.06,2024-09-02
1241,Mouse 435,402.88,2024-11-24
1242,Memoria USB 897,4723.63,2024-11-30
1243,Cable HDMI 177,2103.63,2024-10-19
1244,Mouse Pad 547,3450.89,2025-01-16
1245,Teclado 405,4729.88,2024-01-01
1246,Impresora 208,735.64,2024-03-25
1247,Parlante 450,4567.7,2025-04-16
1248,Teclado 705,2749.26,2024-05-21
1249,Micrófono 386,3217.06,2024-05-29
1250,Cable HDMI 338,3607.4,2025-01-09
1251,Router 316,1763.98,2024-01-05
1252,Cargador 539,1685.07,2024-06-27
1253,Router 301,3036.97,2024-08-04
1254,Laptop 235,105.28,2024-09-18
1255,Proyector 676,468.09,2024-03-08
1256,Teclado 774,3783.03,2024-09-06
1257,Memoria USB 115,1193.5,2024-10-13
1258,Smartphone 732,1217.29,2024-06-20
1259,Smartphone 320,703.48,2024-12-12
1260,Cargador 353,2450.7,2024-03-22
1261,Impresora 846,3615.07,2024-06-12
1262,Parlante 749,4570.04,2024-08-20
1263,Smartwatch 805,1856.72,2024-01-06
1264,Monitor 893,2409.68,2024-01-10
1265,Cámara 922,481.74,2024-03-08
1266,Micrófono 189,3999.41,2025-01-09
1267,Tablet 563,2948.09,2024-08-18
1268,Micrófono 670,1521.98,2024-10-23
1269,Memoria USB 439,2138.48,2024-07-28
1270,Proyector 371,1702.3,2024-03-13
1271,SSD 161,3021.37,2025-01-17
1272,Impresora 205,2855.24,2024-06-05
1273,Parlante 401,1789.19,2024-09-18
1274,Mouse Pad 913,3911.92,2024-09-13
1275,Router 867,562.0,2024-03-15
1276,Impresora 346,2156.08,2024-07-08
1277,Proyector 799,95.71,2024-02-09
1278,Smartphone 597,3244.21,2024-10-24
1279,Monitor 906,202.28,2024-10-02
1280,Smartphone 285,4865.44,2024-01-14
1281,Teclado 259,3207.94,2024-11-14
1282,Auriculares 966,677.81,2024-09-03
1283,Memoria USB 265,3329.83,2024-02-01
1284,Proyector 668,2356.41,2025-04-14
1285,Mouse Pad 812,1495.3,2025-04-27
1286,Cargador 432,3641.75,2024-07-27
1287,Monitor 370,4490.57,2024-09-12
1288,Laptop 370,586.63,2024-01-05
1289,Cámara 269,2795.95,2024-04-02
1290,Impresora 985,2765.55,2025-04-29
1291,Tablet 880,3188.13,2025-05-08
1292,Smartwatch 614,673.7,2024-12-11
1293,Impresora 300,2908.64,2024-07-02
1294,Disco Duro 383,1545.7,2024-01-31
1295,Laptop 943,1081.89,2024-03-02
1296,Cargador 926,4799.79,2024-08-01
1297,Teclado 247,1381.0,2024-12-18
1298,Proyector 226,2527.81,2025-04-15
1299,Cámara 481,2973.65,2024-01-02
1300,Memoria USB 236,119.81,2024-11-21
1301,Memoria USB 476,4476.17,2024-09-15
1302,Smartwatch 564,201.62,2024-07-02
1303,Mouse Pad 208,137.74,2025-02-27
1304,Auriculares 260,1851.19,2024-07-03
1305,Disco Duro 317,2584.28,2024-12-09
1306,Monitor 378,4381.75,2024-07-19
1307,Smartphone 397,4978.01,2024-06-07
1308,Cargador 407,3098.06,2025-05-06
1309,Mouse Pad 421,193.58,2025-05-08
1310,Micrófono 882,2850.91,2024-09-24
1311,Impresora 189,2054.64,2024-12-25
1312,SSD 375,3427.24,2024-01-19
1313,Cámara 846,4546.82,2024-09-08
1314,Smartphone 187,1629.98,2024-01-25
1315,Proyector 329,1933.95,2024-06-21
1316,Cámara 931,4117.0,2024-04-21
1317,Impresora 900,3630.18,2024-05-10
1318,Micrófono 851,2078.15,2024-04-25
1319,Teclado 753,3962.17,2024-01-26
1320,Laptop 131,3283.14,2024-02-16
1321,Tablet 204,3943.62,2024-03-09
1322,Monitor 655,4451.96,2024-11-26
1323,Micrófono 105,3604.24,2024-10-14
1324,Teclado 516,754.83,2024-08-10
1325,SSD 711,324.27,2024-12-16
1326,Proyector 141,153.16,2024-05-07
1327,Laptop 957,2381.4,2024-10-28
1328,Proyector 387,1712.86,2024-09-03
1329,Teclado 773,1130.92,2024-07-07
1330,Cable HDMI 918,2097.89,2024-11-13
1331,Tablet 344,4948.19,2024-08-13
1332,Auriculares 309,3433.35,2024-09-18
1333,SSD 348,287.35,2024-06-06
1334,Mouse Pad 296,906.15,2024-06-04
1335,Smartwatch 695,1417.62,2024-07-07
1336,Cable HDMI 318,4522.15,2025-03-17
1337,Router 298,4944.24,2024-09-11
1338,Mouse 980,2958.21,2024-06-09
1339,Teclado 748,597.57,2024-09-27
1340,Mouse 104,1420.78,2024-11-23
1341,Auriculares 844,4609.31,2024-08-05
1342,Cámara 635,982.63,2024-04-17
1343,Mouse Pad 249,4408.92,2024-01-29
1344,Cámara 187,3598.45,2024-01-27
1345,Tablet 584,4963.49,2024-12-26
1346,Router 460,1744.08,2024-01-09
1347,Disco Duro 803,494.61,2024-02-29
1348,Mouse Pad 640,4681.11,2024-07-17
1349,Disco Duro 901,217.49,2024-10-16
1350,Router 937,2167.84,2024-02-03
1351,Cargador 843,1338.54,2024-09-15
1352,Monitor 615,1217.07,2025-05-12
1353,Parlante 101,225.36,2024-02-17
1354,Smartwatch 567,4481.56,2024-12-25
1355,Micrófono 203,1883.9,2025-04-26
1356,Cable HDMI 492,830.96,2024-01-23
1357,Monitor 768,4499.7,2025-01-04
1358,Auriculares 330,1985.84,2024-12-18
1359,Impresora 126,3561.26,2024-03-30
1360,Cargador 476,2791.74,2024-10-19
1361,Cable HDMI 405,143.52,2025-03-28
1362,Smartphone 727,1089.15,2025-03-08
1363,Tablet 929,529.19,2024-02-21
1364,Smartphone 827,336.2,2024-04-10
1365,Cámara 322,1003.14,2024-10-24
1366,Impresora 534,4935.11,2024-08-10
1367,Disco Duro 977,139.09,2025-03-28
1368,Teclado 758,3194.85,2024-03-14
1369,Router 401,2913.84,2024-10-07
1370,Memoria USB 835,2336.05,2024-12-24
1371,Disco Duro 348,4713.47,2024-03-27
1372,SSD 938,1536.74,2024-06-20
1373,Cable HDMI 854,2769.99,2025-05-11
1374,SSD 172,1002.18,2024-01-22
1375,Parlante 358,4485.88,2024-04-11
1376,Mouse 354,1281.09,2024-01-01
1377,SSD 540,3698.85,2024-01-13
1378,Tablet 508,4855.78,2025-03-11
1379,Smartwatch 573,3923.01,2024-04-07
1380,Smartwatch 692,1055.7,2024-04-08
1381,Teclado 196,129.1,2025-03-15
1382,Micrófono 612,3485.23,2024-03-21
1383,Smartphone 262,1807.75,2024-10-06
1384,Smartphone 684,862.94,2024-04-05
1385,Disco Duro 799,3990.1,2025-02-06
1386,Laptop 358,990.32,2024-02-04
1387,Smartphone 567,2745.54,2025-02-27
1388,Mouse Pad 438,1965.02,2024-05-15
1389,Smartphone 906,4107.16,2025-04-14
1390,Smartwatch 717,3191.21,2024-09-15
1391,Tablet 539,1820.4,2025-05-14
1392,Auriculares 199,3415.23,2025-04-30
1393,Disco Duro 992,3827.72,2025-02-28
1394,Smartwatch 889,1474.11,2024-05-08
1395,Cargador 496,3156.2,2024-07-27
1396,Micrófono 156,3473.74,2024-04-25
1397,Memoria USB 193,714.76,2024-08-25
1398,Mouse 766,1115.72,2024-11-21
1399,Proyector 299,4848.56,2024-01-28
1400,Proyector 604,1099.62,2025-03-17
1401,Smartwatch 911,4798.35,2025-03-23
1402,Auriculares 151,1729.14,2025-03-28
1403,Memoria USB 803,1247.75,2024-05-17
1404,Monitor 588,1079.95,2024-01-16
1405,Smartphone 365,2275.15,2024-10-22
1406,Cargador 916,4962.84,2024-03-19
1407,Smartphone 948,1202.67,2025-01-25
1408,Mouse Pad 789,2471.1,2024-08-01
1409,Smartwatch 842,4039.47,2024-04-14
1410,Smartwatch 353,3849.58,2024-04-20
1411,Micrófono 305,2489.71,2024-12-26
1412,Monitor 858,4931.33,2025-01-08
1413,Tablet 158,1156.13,2024-01-01
1414,Micrófono 748,4095.4,2025-05-06
1415,Proyector 241,839.47,2024-02-24
1416,Cámara 402,1375.6,2025-05-13
1417,Micrófono 952,3505.92,2025-01-27
1418,Cable HDMI 216,2139.48,2024-12-05
1419,SSD 549,3929.81,2025-05-11
1420,Disco Duro 928,1821.27,2024-08-15
1421,Cargador 111,936.81,2025-04-27
1422,Micrófono 118,4634.48,2024-07-27
1423,Router 587,1306.61,2024-01-20
1424,Smartwatch 353,4911.84,2024-12-29
1425,Proyector 363,1544.69,2024-11-21
1426,Mouse Pad 310,4223.86,2024-09-18
1427,Cámara 640,602.29,2024-08-15
1428,Mouse 835,4315.7,2024-09-09
1429,Smartphone 168,2874.23,2025-02-21
1430,Auriculares 354,4324.82,2024-12-04
1431,Tablet 660,614.43,2025-02-02
1432,SSD 691,905.76,2024-09-21
1433,Teclado 634,2366.44,2024-08-18
1434,Micrófono 386,3097.92,2024-07-13
1435,Smartwatch 787,4001.49,2024-10-07
1436,Cable HDMI 468,3350.48,2024-08-07
1437,Router 306,859.06,2024-05-04
1438,Tablet 254,3541.59,2024-09-23
1439,Laptop 966,3169.49,2024-07-09
1440,Teclado 670,3425.76,2024-02-08
1441,Cargador 272,4496.66,2025-04-12
1442,Parlante 652,3407.43,2024-10-25
1443,Cable HDMI 755,4272.13,2024-08-10
1444,Mouse 353,4935.75,2024-09-20
1445,Proyector 391,2073.11,2024-04-19
1446,Laptop 444,3473.94,2024-05-13
1447,Tablet 474,3339.97,2025-01-07
1448,Memoria USB 493,2908.24,2024-11-17
1449,Teclado 669,3772.05,2024-11-30
1450,Cámara 405,4029.87,2024-10-14
1451,Cable HDMI 428,1067.3,2025-02-18
1452,Parlante 946,3248.83,2024-05-06
1453,Laptop 411,110.89,2024-08-28
1454,Mouse 353,3193.21,2024-09-30
1455,Memoria USB 737,3914.94,2024-09-07
1456,Mouse 871,4129.88,2025-03-16
1457,Mouse 825,2143.14,2024-05-18
1458,Impresora 294,1367.35,2024-09-11
1459,Cargador 979,2962.36,2024-11-21
1460,Parlante 560,4582.15,2025-03-09
1461,Cable HDMI 989,606.93,2024-03-06
1462,Monitor 343,1605.37,2024-12-31
1463,Memoria USB 189,94.82,2024-03-07
1464,Cámara 759,3141.67,2025-03-05
1465,Cable HDMI 354,4576.45,2025-02-07
1466,Mouse Pad 851,1852.05,2024-12-11
1467,Tablet 727,2485.32,2025-02-08
1468,Memoria USB 178,2445.71,2024-06-10
1469,Mouse Pad 970,4347.54,2024-06-02
1470,Impresora 467,2226.1,2024-10-19
1471,Proyector 666,4399.19,2024-03-30
1472,Tablet 309,154.09,2024-02-14
1473,Teclado 703,294.67,2024-08-20
1474,Cable HDMI 314,4932.56,2025-02-16
1475,Monitor 227,381.11,2024-03-01
1476,Micrófono 697,2282.35,2024-01-28
1477,Tablet 628,72.13,2024-12-05
1478,Cámara 909,822.99,2024-01-17
1479,Micrófono 967,4742.89,2024-11-12
1480,Tablet 642,858.84,2024-10-15
1481,Disco Duro 782,3335.32,2024-12-23
1482,Auriculares 990,599.11,2024-07-21
1483,Laptop 310,1315.98,2025-01-19
1484,Router 464,3622.15,2025-03-14
1485,Impresora 525,2122.95,2025-03-26
1486,Router 140,1462.4,2024-09-01
1487,Smartwatch 239,584.83,2024-04-11
1488,Monitor 557,1123.6,2024-08-12
1489,Impresora 316,4481.75,2024-09-13
1490,Smartphone 662,3839.8,2024-06-14
1491,Parlante 718,4951.48,2024-04-12
1492,Tablet 883,2874.66,2025-01-28
1493,Cable HDMI 774,3864.2,2024-09-11
1494,Parlante 577,1169.0,2024-02-04
1495,Smartwatch 821,1875.59,2024-06-13
1496,Router 303,1187.63,2024-06-11
1497,Cable HDMI 849,1929.59,2024-11-23
1498,Monitor 162,4287.18,2024-12-30
1499,Cargador 675,1750.81,2025-05-04
1500,Cable HDMI 627,423.75,2024-04-15
1501,SSD 742,131.56,2025-01-07
1502,Memoria USB 391,3437.42,2025-03-20
1503,Smartwatch 723,4012.21,2025-02-14
1504,Teclado 632,4061.08,2024-06-08
1505,Mouse Pad 551,2726.26,2025-02-04
1506,Teclado 805,2551.89,2025-04-10
1507,Disco Duro 526,3043.59,2024-02-06
1508,Monitor 639,4173.03,2024-05-13
1509,Parlante 521,309.98,2024-03-28
1510,Router 732,1661.67,2024-07-04
1511,Router 412,404.86,2025-02-12
1512,Parlante 873,460.3,2025-04-04
1513,Micrófono 129,4188.36,2025-05-08
1514,Smartphone 607,3522.71,2024-02-05
1515,Cable HDMI 696,3333.33,2024-07-06
1516,Cable HDMI 387,2455.82,2024-05-28
1517,Auriculares 960,3344.46,2024-01-26
1518,Smartwatch 296,4220.41,2025-01-16
1519,Cargador 149,1827.11,2024-09-14
1520,Router 806,3360.37,2024-11-16
1521,SSD 674,2463.59,2024-09-05
1522,Smartphone 220,4417.06,2024-05-31
1523,Smartwatch 976,416.57,2024-04-14
1524,Tablet 742,563.7,2025-03-21
1525,Mouse 450,4965.58,2024-05-20
1526,Parlante 597,1895.9,2024-07-07
1527,SSD 403,69.1,2024-09-15
1528,Smartphone 659,4001.53,2024-08-30
1529,Disco Duro 587,1133.8,2024-09-20
1530,Disco Duro 861,2870.8,2024-01-26
1531,Cargador 836,4745.97,2024-11-09
1532,Cámara 146,719.89,2024-12-04
1533,Parlante 899,4184.95,2024-06-05
1534,Tablet 161,2862.03,2024-06-04
1535,Router 140,4368.76,2025-04-25
1536,Mouse 305,4796.1,2024-06-09
1537,Parlante 878,4108.85,2024-08-28
1538,Cable HDMI 343,915.8,2024-09-30
1539,Mouse 744,3933.98,2025-05-05
1540,Impresora 933,1961.87,2024-02-01
1541,SSD 636,2282.09,2024-05-15
1542,Mouse Pad 391,4069.64,2024-05-27
1543,Smartphone 348,2586.43,2025-04-25
1544,Micrófono 884,3641.22,2024-11-19
1545,Laptop 766,4930.9,2025-03-19
1546,Cargador 761,3903.17,2025-04-28
1547,SSD 652,2875.23,2024-02-23
1548,Cable HDMI 390,4562.35,2024-04-02
1549,SSD 271,3015.79,2025-01-24
1550,Smartwatch 189,3122.51,2024-08-26
1551,Mouse 993,1389.54,2025-04-07
1552,Tablet 418,4329.84,2024-08-31
1553,Laptop 655,1504.86,2024-10-26
1554,Mouse Pad 911,4498.02,2024-08-15
1555,Parlante 941,2067.64,2024-07-28
1556,Proyector 265,3249.11,2025-04-11
1557,Micrófono 655,114.39,2024-11-26
1558,Mouse 386,1758.54,2024-04-24
1559,Tablet 742,4836.48,2024-10-16
1560,Proyector 951,662.81,2024-11-05
1561,Smartphone 999,4620.37,2024-11-24
1562,Router 524,4780.12,2025-05-11
1563,Router 675,2324.56,2024-07-26
1564,Memoria USB 502,3152.81,2024-01-24
1565,Memoria USB 534,3487.22,2024-09-11
1566,Monitor 550,2942.3,2024-08-04
1567,Mouse Pad 600,3857.01,2024-08-18
1568,Mouse 759,306.58,2024-10-31
1569,Cable HDMI 764,1449.72,2025-02-08
1570,Tablet 173,503.43,2024-01-13
1571,Proyector 487,3639.42,2024-03-03
1572,Tablet 161,3122.72,2024-09-08
1573,Parlante 226,1240.85,2025-01-09
1574,Mouse 533,1289.81,2024-08-02
1575,Auriculares 759,4584.65,2024-06-05
1576,Teclado 414,2605.23,2024-03-08
1577,Impresora 745,58.22,2024-07-01
1578,Smartwatch 889,3838.4,2024-09-20
1579,Auriculares 634,1173.85,2024-01-11
1580,Memoria USB 364,4414.72,2024-07-30
1581,Tablet 256,928.85,2025-04-04
1582,Laptop 208,2632.42,2025-05-07
1583,Impresora 212,1058.43,2024-10-27
1584,Cable HDMI 438,605.89,2025-04-07
1585,Tablet 816,1418.34,2025-01-26
1586,Monitor 466,3243.88,2025-01-26
1587,Monitor 615,887.49,2024-12-19
1588,Micrófono 137,2247.23,2024-05-28
1589,Laptop 711,3451.19,2025-04-28
1590,Smartwatch 646,1907.87,2024-01-02
1591,Cable HDMI 440,4086.8,2024-01-23
1592,Cable HDMI 800,1893.41,2024-01-27
1593,Router 614,1652.09,2025-02-27
1594,Auriculares 935,1786.77,2024-11-21
1595,Laptop 893,2931.37,2024-07-25
1596,Impresora 500,4746.05,2024-08-15
1597,Auriculares 451,4655.19,2025-03-06
1598,Disco Duro 253,906.01,2024-05-28
1599,Router 185,2417.66,2024-09-20
1600,Router 382,2617.37,2025-04-18
1601,Smartphone 566,464.09,2025-03-25
1602,Laptop 536,3444.46,2025-02-19
1603,Laptop 127,2602.56,2024-10-12
1604,Smartphone 568,686.56,2025-05-03
1605,Proyector 326,4981.7,2024-12-27
1606,Router 134,2216.09,2025-04-05
1607,SSD 958,4465.46,2024-04-28
1608,Proyector 783,3823.67,2024-03-29
1609,SSD 852,4105.7,2025-03-07
1610,Micrófono 469,2794.56,2024-03-18
1611,Auriculares 281,4503.93,2024-05-16
1612,Auriculares 454,4523.05,2025-03-28
1613,Mouse 641,2894.41,2024-03-30
1614,Monitor 371,3134.34,2024-04-18
1615,Memoria USB 527,4548.66,2024-09-20
1616,Cargador 403,4893.04,2024-06-04
1617,Cable HDMI 776,800.8,2024-01-26
1618,Proyector 487,1938.12,2025-02-07
1619,Smartwatch 970,4786.1,2025-04-07
1620,Smartphone 721,769.32,2024-11-25
1621,Impresora 635,4261.58,2024-09-26
1622,Teclado 694,2136.96,2024-06-18
1623,Teclado 628,3028.59,2024-12-24
1624,Impresora 943,2622.15,2024-01-18
1625,Laptop 613,1226.05,2024-11-13
1626,Laptop 791,887.83,2024-07-25
1627,Impresora 499,1448.71,2024-08-12
1628,Disco Duro 889,3951.34,2025-02-13
1629,Disco Duro 234,3902.88,2024-01-26
1630,Smartwatch 380,1413.24,2024-07-27
1631,Laptop 540,4166.75,2024-04-22
1632,Cable HDMI 873,2612.9,2024-06-18
1633,Proyector 580,4264.83,2024-02-07
1634,Memoria USB 557,4440.52,2025-05-06
1635,Monitor 851,2785.57,2025-01-28
1636,Proyector 634,114.85,2024-02-07
1637,Smartwatch 161,4047.5,2025-04-07
1638,Cargador 913,2218.5,2024-10-02
1639,Mouse Pad 629,4810.45,2025-01-26
1640,Mouse Pad 962,2563.45,2024-07-21
1641,Teclado 405,3245.59,2024-03-02
1642,Tablet 632,3833.67,2024-10-07
1643,Auriculares 112,2130.76,2025-01-13
1644,SSD 288,1844.32,2025-03-07
1645,Laptop 388,3484.97,2024-01-06
1646,Cable HDMI 777,1839.66,2024-08-14
1647,Smartphone 551,1595.66,2024-01-16
1648,Cargador 381,3734.82,2024-07-19
1649,Disco Duro 844,2243.17,2024-04-29
1650,Router 133,190.27,2024-10-16
1651,Cargador 367,3598.71,2024-02-01
1652,Teclado 573,4292.13,2024-05-27
1653,Auriculares 262,3931.89,2025-02-17
1654,Parlante 182,3788.68,2024-03-02
1655,Auriculares 439,4206.15,2024-12-13
1656,Auriculares 436,2484.47,2024-06-01
1657,Teclado 183,3300.26,2024-06-22
1658,Monitor 188,2960.97,2024-11-28
1659,Laptop 173,2054.77,2024-06-17
1660,Impresora 206,4074.88,2024-12-03
1661,Parlante 209,1009.76,2024-03-12
1662,Teclado 741,292.38,2024-07-19
1663,Auriculares 918,1061.68,2025-01-11
1664,Laptop 635,2577.46,2024-08-13
1665,Tablet 461,3216.15,2025-01-26
1666,Tablet 478,4314.82,2025-03-23
1667,Memoria USB 925,1009.46,2024-08-29
1668,Parlante 862,4392.72,2025-04-29
1669,Cable HDMI 119,2170.07,2024-12-08
1670,Auriculares 442,3575.26,2024-01-05
1671,Impresora 365,3672.36,2024-11-23
1672,Tablet 229,655.98,2025-01-04
1673,Monitor 412,707.9,2024-08-30
1674,Laptop 751,142.97,2025-02-03
1675,Tablet 319,649.51,2025-04-24
1676,Proyector 575,2836.87,2024-01-05
1677,Teclado 143,2423.24,2024-09-09
1678,Impresora 673,149.6,2024-09-18
1679,Monitor 218,724.27,2024-08-08
1680,Proyector 181,4813.42,2024-01-17
1681,Laptop 160,3160.9,2024-08-23
1682,Micrófono 174,4784.63,2024-01-28
1683,Cámara 900,473.85,2024-11-16
1684,Monitor 105,3639.06,2024-10-16
1685,Smartwatch 380,2118.96,2025-04-28
1686,Parlante 615,3377.53,2025-05-01
1687,Auriculares 404,857.6,2024-09-08
1688,Tablet 336,3970.03,2024-10-01
1689,Proyector 554,2773.92,2024-03-10
1690,Impresora 777,1365.25,2025-05-13
1691,Laptop 668,3698.66,2024-12-20
1692,Monitor 625,569.67,2025-02-16
1693,Parlante 834,3317.38,2024-01-06
1694,Auriculares 427,2879.99,2025-05-09
1695,Cámara 634,3138.64,2025-04-03
1696,Micrófono 237,2267.9,2025-04-27
1697,Micrófono 353,149.59,2025-01-20
1698,Monitor 336,4240.53,2024-01-23
1699,Mouse Pad 751,4968.59,2024-11-29
1700,Disco Duro 132,1927.68,2024-11-20
1701,Smartphone 128,2360.57,2024-09-06
1702,Router 215,2273.11,2024-07-06
1703,Cámara 658,1498.9,2024-08-10
1704,Router 587,3385.91,2024-02-26
1705,Laptop 812,4415.67,2024-06-21
1706,Teclado 441,4244.42,2024-09-08
1707,Micrófono 531,2259.98,2024-05-09
1708,Proyector 874,1565.44,2024-12-10
1709,Laptop 226,2595.28,2024-11-21
1710,Cámara 944,3421.74,2024-10-16
1711,Laptop 263,4811.38,2024-11-20
1712,Cargador 851,92.04,2024-07-15
1713,Memoria USB 329,3143.04,2025-04-20
1714,Monitor 502,3381.27,2025-03-18
1715,Tablet 745,1240.16,2024-04-08
1716,Auriculares 321,725.48,2025-05-02
1717,Smartphone 486,4786.41,2024-02-22
1718,Router 266,4692.74,2024-06-25
1719,Monitor 703,1037.95,2024-08-10
1720,Impresora 697,2621.16,2024-08-21
1721,Smartphone 155,1459.39,2024-04-09
1722,Parlante 206,452.78,2024-05-23
1723,Memoria USB 361,139.29,2025-03-17
1724,Proyector 188,1052.51,2024-06-28
1725,Disco Duro 140,2316.64,2024-05-17
1726,Teclado 618,4777.93,2024-07-19
1727,Laptop 140,195.94,2025-02-07
1728,Cable HDMI 925,528.48,2024-05-26
1729,Mouse Pad 877,1898.58,2024-05-06
1730,Auriculares 702,2133.07,2024-11-25
1731,Laptop 797,1575.04,2024-04-06
1732,Disco Duro 554,741.5,2024-04-19
1733,Disco Duro 905,1947.5,2024-02-20
1734,Smartwatch 935,542.57,2024-07-22
1735,Smartphone 524,4974.6,2024-06-15
1736,Mouse Pad 302,353.44,2024-06-18
1737,Tablet 250,1585.39,2025-04-25
1738,Memoria USB 673,4782.59,2024-07-30
1739,Mouse 875,1579.09,2024-10-02
1740,Smartphone 974,236.69,2025-04-14
1741,Mouse 561,3914.29,2024-02-26
1742,Mouse 327,3063.33,2024-06-29
1743,Laptop 968,1723.7,2025-05-10
1744,Cable HDMI 608,232.27,2024-08-30
1745,Smartphone 589,3462.59,2024-07-31
1746,Micrófono 785,2133.47,2024-11-28
1747,Smartphone 253,1384.35,2025-01-22
1748,Memoria USB 761,4579.31,2024-04-28
1749,Smartphone 480,386.78,2024-07-24
1750,Monitor 784,4110.68,2024-05-25
1751,Router 525,2079.71,2024-07-01
1752,SSD 191,1998.53,2025-02-13
1753,Teclado 259,680.08,2025-03-13
1754,Mouse 278,1879.03,2024-06-22
1755,Monitor 670,4298.51,2025-02-03
1756,Disco Duro 232,751.61,2025-02-08
1757,SSD 770,2127.75,2024-07-09
1758,Memoria USB 494,1236.87,2024-06-26
1759,Cargador 385,4497.95,2025-04-27
1760,Monitor 787,2768.63,2025-03-27
1761,Smartphone 709,481.56,2024-05-23
1762,Disco Duro 203,3451.64,2024-08-24
1763,Proyector 571,4221.52,2024-02-25
1764,Impresora 635,1420.38,2025-03-30
1765,Laptop 453,4028.05,2024-06-16
1766,Laptop 581,4294.48,2024-03-04
1767,Proyector 881,4650.56,2024-08-10
1768,Mouse 567,3992.79,2025-02-01
1769,Micrófono 411,111.19,2024-09-19
1770,Parlante 182,963.47,2024-06-12
1771,Micrófono 318,4017.88,2024-07-14
1772,Cargador 403,923.87,2024-02-12
1773,SSD 629,2961.09,2025-03-21
1774,Micrófono 877,4319.48,2024-10-10
1775,Teclado 616,3576.23,2024-12-21
1776,Mouse Pad 467,2914.12,2024-09-07
1777,Parlante 343,2220.7,2024-01-27
1778,Teclado 187,728.91,2024-01-27
1779,Laptop 984,4558.48,2025-04-09
1780,Cargador 929,2230.18,2024-11-16
1781,Teclado 745,2306.91,2024-07-10
1782,Mouse Pad 676,468.58,2025-04-24
1783,Impresora 635,2794.19,2024-07-03
1784,Memoria USB 675,3683.22,2024-07-30
1785,Auriculares 847,1516.92,2024-06-09
1786,Smartphone 107,1206.28,2024-02-21
1787,Monitor 278,120.76,2025-03-25
1788,Auriculares 743,2586.52,2025-05-14
1789,Auriculares 776,1308.4,2024-01-01
1790,Proyector 210,2403.46,2024-11-13
1791,Auriculares 833,184.76,2024-07-31
1792,Auriculares 444,2582.27,2024-09-27
1793,Impresora 492,4844.52,2024-08-29
1794,Mouse 620,453.85,2025-01-20
1795,Mouse 443,2070.41,2025-02-14
1796,Cargador 636,2653.99,2024-05-26
1797,Teclado 332,3256.71,2024-10-26
1798,Monitor 234,1648.33,2025-04-14
1799,Smartwatch 304,1924.29,2024-02-10
1800,Mouse 293,1531.99,2025-03-20
1801,Cámara 670,658.27,2024-12-08
1802,Monitor 896,2604.87,2024-11-14
1803,Cargador 649,4341.4,2024-12-16
1804,Cable HDMI 635,3476.91,2025-01-24
1805,Mouse 763,352.07,2025-02-25
1806,Tablet 852,192.91,2024-12-27
1807,Memoria USB 558,3564.9,2024-08-18
1808,SSD 214,2057.39,2025-01-04
1809,Cámara 554,4394.66,2024-02-01
1810,Proyector 732,366.63,2024-12-19
1811,SSD 508,2145.2,2024-03-14
1812,Parlante 903,2156.77,2024-12-26
1813,Auriculares 908,2209.67,2025-04-13
1814,Cargador 881,4380.96,2024-04-04
1815,Micrófono 819,2521.14,2024-03-17
1816,SSD 612,232.16,2024-08-19
1817,Memoria USB 801,737.0,2024-04-26
1818,Smartwatch 736,1453.02,2024-09-17
1819,Auriculares 945,2035.71,2024-07-29
1820,Proyector 723,863.97,2024-02-22
1821,Disco Duro 399,293.97,2025-02-18
1822,SSD 512,60.61,2024-01-15
1823,Memoria USB 321,4988.01,2025-04-14
1824,Impresora 392,4578.09,2024-12-17
1825,Laptop 620,1478.97,2025-02-17
1826,Smartwatch 577,4683.27,2024-07-18
1827,Impresora 847,3736.23,2024-03-07
1828,Disco Duro 239,3474.56,2024-02-11
1829,Tablet 276,3591.65,2024-11-08
1830,Proyector 527,2957.59,2024-01-24
1831,Smartwatch 102,4140.69,2024-05-11
1832,Auriculares 323,1209.59,2024-07-31
1833,Memoria USB 617,1317.57,2024-04-27
1834,Cargador 334,4251.7,2024-03-31
1835,Proyector 352,360.86,2024-06-13
1836,Memoria USB 180,1176.93,2024-04-12
1837,Cámara 620,459.79,2024-07-26
1838,Smartwatch 557,2953.38,2024-08-26
1839,Cámara 765,3348.14,2025-04-06
1840,Cámara 403,761.89,2024-12-29
1841,Smartphone 478,1140.87,2024-01-08
1842,Smartphone 249,1432.46,2025-05-11
1843,Cable HDMI 868,3118.15,2024-04-03
1844,Proyector 876,3321.86,2024-05-05
1845,Micrófono 466,2911.98,2025-01-19
1846,Memoria USB 355,4281.17,2024-01-14
1847,Monitor 900,639.65,2024-11-21
1848,Mouse Pad 720,809.5,2024-10-11
1849,Micrófono 271,1833.66,2025-01-11
1850,Teclado 139,2523.3,2024-11-23
1851,Smartphone 840,1792.52,2025-01-03
1852,Cámara 652,4774.07,2024-03-21
